SegmentName;ProductName;Brand
CASA, CONSTRUÇÃO E JARDINAGEM;FIO NYLON P/ROCADEIRA BRASF.1,8MM 1M;
CASA, CONSTRUÇÃO E JARDINAGEM;FILTRO LINHA ELITE TRIP 3T 10A PT;
CASA, CONSTRUÇÃO E JARDINAGEM;TINTA TELHACOR S.BRONZE 3600L AM.LIMAO;
CASA, CONSTRUÇÃO E JARDINAGEM;RELE TECHNA FOTOEL BIV RF001;
CASA, CONSTRUÇÃO E JARDINAGEM;ESGUICHO TRAMONTINA RETO PVC 1/2 C/ ENGATE 78515;
CASA, CONSTRUÇÃO E JARDINAGEM;CONECTOR TORCAO CRIMPER 1,5/6,0MM LARANJA;
CASA, CONSTRUÇÃO E JARDINAGEM;VEDA ROSCA AMANCO 18MM X 10M;
CASA, CONSTRUÇÃO E JARDINAGEM;PLAFON C/SOQ.PORC. FC BRANCO 127/250V;
CASA, CONSTRUÇÃO E JARDINAGEM;CONDUITE SUPRI 5/8 20M;
CASA, CONSTRUÇÃO E JARDINAGEM;TECLA SIMPLES + TOMADA;
CASA, CONSTRUÇÃO E JARDINAGEM;NIVEL BRASFORT AL BASE MAGNET 12 X 30;
CASA, CONSTRUÇÃO E JARDINAGEM;TAPA FURO ESTRELA LUVA PVC 50MM;
CASA, CONSTRUÇÃO E JARDINAGEM;BROCA ACO RAPIDO HSS AUTOCENTRANTE 4,00MM;
CASA, CONSTRUÇÃO E JARDINAGEM;DISCO WURT PORCELANATO TURBO DIAMANT W-MAX 110MM;
CASA, CONSTRUÇÃO E JARDINAGEM;GARFO TRAMONTINA JARDIM AFOFAR TERRA 77915/001;
CASA, CONSTRUÇÃO E JARDINAGEM;LUVA MAO LATEX MUCAMBO PT.ANT.DER.XXG;
CASA, CONSTRUÇÃO E JARDINAGEM;TRENA BRASFORT ABERTA FIBRA 10M;
